id,Gender,Customer Type,Type of Travel,Class,Flight Distance,Age,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
126126,Male,Loyal Customer,Business travel,Business,1654,66,3,5,5,5,2,4,4,3,3,2,3,2,3,3,10,5,neutral or dissatisfied
7405,Female,Loyal Customer,Business travel,Business,552,28,3,3,3,3,4,4,4,4,3,2,5,3,5,4,15,29,satisfied
41086,Male,Loyal Customer,Business travel,Eco,316,37,5,5,5,5,5,5,5,5,1,3,4,5,1,5,54,49,satisfied
58915,Female,Loyal Customer,Personal Travel,Eco,888,30,2,3,2,4,1,2,1,1,2,5,3,4,4,1,70,81,neutral or dissatisfied
102510,Female,Loyal Customer,Personal Travel,Eco,407,66,4,1,4,3,2,4,3,1,1,4,1,3,1,1,18,5,neutral or dissatisfied
9244,Female,Loyal Customer,Personal Travel,Eco,100,9,2,1,2,3,4,2,4,4,3,2,4,2,3,4,0,0,neutral or dissatisfied
70623,Male,Loyal Customer,Business travel,Business,1217,53,3,4,4,4,2,3,3,3,3,3,3,4,3,1,26,67,neutral or dissatisfied
846,Female,Loyal Customer,Business travel,Business,2224,39,4,3,3,3,2,3,4,3,3,4,4,2,3,4,0,0,neutral or dissatisfied
44636,Female,Loyal Customer,Business travel,Business,2216,37,5,5,5,5,3,5,4,5,5,5,4,1,5,5,1,0,satisfied
95977,Female,disloyal Customer,Business travel,Business,775,29,1,1,1,2,5,1,5,5,5,3,4,3,5,5,2,3,neutral or dissatisfied
43107,Female,Loyal Customer,Personal Travel,Eco,236,46,3,4,3,3,3,4,5,4,4,3,4,3,4,3,0,0,neutral or dissatisfied
57072,Female,Loyal Customer,Business travel,Business,2065,58,1,1,2,1,5,4,5,5,5,5,5,5,5,4,1,0,satisfied
7391,Male,Loyal Customer,Business travel,Business,2499,40,3,3,3,3,3,5,5,4,4,4,4,5,4,5,0,0,satisfied
81296,Female,Loyal Customer,Personal Travel,Eco,1020,21,1,3,1,3,1,1,1,1,2,1,3,1,4,1,33,27,neutral or dissatisfied
108337,Female,disloyal Customer,Business travel,Business,893,29,0,0,0,1,3,0,3,3,4,4,3,3,4,3,4,51,satisfied
26011,Female,Loyal Customer,Business travel,Business,425,42,4,1,1,1,4,3,3,4,4,4,4,4,4,1,0,0,neutral or dissatisfied
31872,Male,Loyal Customer,Business travel,Business,4983,46,1,1,1,1,4,4,4,1,3,5,5,4,3,4,0,0,satisfied
40538,Female,disloyal Customer,Business travel,Eco,216,24,3,4,3,3,3,3,3,3,3,5,1,1,5,3,0,0,neutral or dissatisfied
99116,Male,Loyal Customer,Personal Travel,Eco,453,38,3,2,3,3,4,3,4,4,3,1,3,1,4,4,3,0,neutral or dissatisfied
17401,Male,Loyal Customer,Business travel,Eco,351,45,3,2,2,2,3,3,3,1,3,1,3,3,1,3,189,182,neutral or dissatisfied
53075,Male,Loyal Customer,Business travel,Eco Plus,1208,32,5,5,5,5,5,5,5,5,3,3,2,2,2,5,29,19,satisfied
115938,Male,Loyal Customer,Business travel,Business,3244,23,3,3,5,3,4,4,4,4,1,4,3,4,2,4,13,5,satisfied
36353,Male,Loyal Customer,Personal Travel,Eco Plus,187,24,1,5,1,3,5,1,5,5,5,1,2,1,3,5,0,0,neutral or dissatisfied
20865,Male,Loyal Customer,Personal Travel,Eco,508,54,2,5,2,2,4,2,4,4,3,1,2,4,2,4,0,0,neutral or dissatisfied
120800,Male,Loyal Customer,Business travel,Business,666,52,1,1,1,1,4,4,4,3,3,4,3,5,3,4,5,5,satisfied
124077,Male,Loyal Customer,Business travel,Business,2402,40,2,2,2,2,3,2,2,1,3,3,3,2,4,2,207,227,neutral or dissatisfied
42839,Male,Loyal Customer,Business travel,Business,328,33,3,3,3,3,4,5,4,4,2,5,3,3,4,4,0,0,satisfied
52518,Female,Loyal Customer,Business travel,Business,3490,59,5,5,5,5,2,4,3,5,5,5,5,1,5,2,0,0,satisfied
67268,Male,Loyal Customer,Personal Travel,Eco,1119,68,2,5,2,4,2,2,2,2,3,3,5,5,4,2,0,14,neutral or dissatisfied
85789,Female,disloyal Customer,Business travel,Eco,526,72,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,2,neutral or dissatisfied
58686,Male,Loyal Customer,Personal Travel,Business,299,23,3,5,3,3,4,3,4,4,4,3,4,5,4,4,4,11,neutral or dissatisfied
14797,Male,Loyal Customer,Business travel,Business,2703,52,5,5,5,5,5,3,2,5,5,5,5,2,5,5,0,0,satisfied
56425,Female,Loyal Customer,Business travel,Eco,719,52,2,5,5,5,5,4,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
99266,Female,Loyal Customer,Business travel,Business,833,43,5,5,5,5,5,5,5,4,4,4,4,4,4,3,125,116,satisfied
21208,Female,Loyal Customer,Business travel,Eco,317,52,3,5,5,5,5,4,4,3,3,3,3,1,3,4,0,0,neutral or dissatisfied
129713,Male,Loyal Customer,Business travel,Business,3266,50,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,satisfied
64652,Female,Loyal Customer,Business travel,Business,190,23,0,5,0,1,4,4,4,4,5,2,5,4,4,4,47,62,satisfied
13324,Male,Loyal Customer,Business travel,Business,631,40,4,5,5,5,4,4,3,4,4,3,4,3,4,1,0,0,neutral or dissatisfied
125781,Male,disloyal Customer,Business travel,Eco,993,26,2,2,2,4,3,2,2,3,2,3,3,3,3,3,0,2,neutral or dissatisfied
30529,Female,Loyal Customer,Business travel,Business,3648,47,4,3,3,3,5,4,3,2,2,2,4,2,2,1,14,33,neutral or dissatisfied
7261,Female,Loyal Customer,Personal Travel,Eco,135,44,1,0,0,3,3,5,4,3,3,0,3,4,3,4,0,4,neutral or dissatisfied
73684,Female,Loyal Customer,Business travel,Business,192,61,0,4,0,1,5,4,5,1,1,1,1,5,1,3,0,0,satisfied
123048,Female,Loyal Customer,Business travel,Business,2823,51,5,5,5,5,2,5,4,4,4,4,4,4,4,3,1,0,satisfied
47383,Female,disloyal Customer,Business travel,Eco,532,50,4,2,4,4,1,4,1,1,1,2,4,1,3,1,0,0,neutral or dissatisfied
34859,Female,Loyal Customer,Business travel,Business,2248,42,1,1,1,1,5,5,5,5,5,5,4,5,5,5,157,189,satisfied
79591,Female,Loyal Customer,Business travel,Business,2879,24,4,4,4,4,5,5,5,5,4,3,4,5,4,5,0,0,satisfied
16790,Male,Loyal Customer,Personal Travel,Eco Plus,642,17,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20,neutral or dissatisfied
36675,Female,Loyal Customer,Personal Travel,Eco,1237,9,2,4,2,2,4,2,4,4,3,3,5,3,5,4,9,32,neutral or dissatisfied
54038,Female,disloyal Customer,Business travel,Eco,1416,25,1,1,1,3,3,1,3,3,1,4,5,3,4,3,0,0,neutral or dissatisfied
73807,Female,Loyal Customer,Personal Travel,Eco Plus,192,58,3,5,3,4,2,5,5,5,5,3,5,5,5,3,0,3,neutral or dissatisfied
97947,Female,Loyal Customer,Business travel,Business,401,42,3,1,1,1,3,3,3,2,2,4,4,3,1,3,134,132,neutral or dissatisfied
105768,Male,disloyal Customer,Business travel,Eco,387,38,3,0,3,1,3,3,3,3,1,2,5,5,1,3,1,0,neutral or dissatisfied
6956,Male,disloyal Customer,Business travel,Business,501,25,2,4,2,4,3,2,3,3,4,5,5,4,4,3,0,2,neutral or dissatisfied
36275,Male,Loyal Customer,Personal Travel,Eco,612,29,3,5,3,4,4,3,4,4,4,5,5,4,5,4,0,29,neutral or dissatisfied
77734,Female,disloyal Customer,Business travel,Business,1282,29,5,5,5,3,2,5,2,2,4,2,4,4,5,2,0,0,satisfied
41792,Male,Loyal Customer,Business travel,Business,2006,58,1,1,1,1,5,1,1,5,5,5,5,2,5,3,0,20,satisfied
129184,Male,disloyal Customer,Business travel,Business,2288,37,2,2,2,5,4,2,4,4,3,2,3,4,4,4,21,3,neutral or dissatisfied
123373,Female,Loyal Customer,Personal Travel,Eco,644,20,2,4,1,4,1,1,1,1,3,4,2,3,1,1,18,0,neutral or dissatisfied
5504,Female,Loyal Customer,Personal Travel,Eco,910,18,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0,0,neutral or dissatisfied
53497,Female,Loyal Customer,Personal Travel,Eco,2419,67,1,4,1,3,1,1,1,3,5,4,4,1,3,1,48,49,neutral or dissatisfied
63646,Male,Loyal Customer,Business travel,Business,1972,37,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
82610,Female,Loyal Customer,Business travel,Business,2783,37,4,3,4,4,2,3,3,4,4,4,4,3,4,4,3,1,satisfied
48675,Male,Loyal Customer,Business travel,Business,3380,59,5,1,5,5,4,5,5,5,5,5,5,4,5,5,0,0,satisfied
3470,Male,Loyal Customer,Personal Travel,Eco Plus,296,17,3,5,3,5,2,3,2,2,4,2,5,4,4,2,0,0,neutral or dissatisfied
116158,Female,Loyal Customer,Personal Travel,Eco,404,55,4,5,4,4,5,4,5,2,2,4,2,4,2,5,91,85,neutral or dissatisfied
103150,Female,Loyal Customer,Business travel,Business,1865,45,5,1,5,5,3,4,5,5,5,5,5,4,5,3,1,3,satisfied
8319,Female,Loyal Customer,Personal Travel,Eco Plus,335,8,4,4,4,1,2,4,2,2,5,5,5,3,5,2,18,21,neutral or dissatisfied
23975,Female,disloyal Customer,Business travel,Eco,596,37,5,0,5,4,4,5,4,4,3,1,1,2,2,4,0,0,satisfied
63477,Female,Loyal Customer,Personal Travel,Eco Plus,372,68,2,5,3,4,4,3,5,1,1,3,1,1,1,5,1,0,neutral or dissatisfied
27819,Female,Loyal Customer,Business travel,Eco,280,54,1,1,1,1,2,4,4,1,1,1,1,1,1,4,8,8,neutral or dissatisfied
38555,Female,Loyal Customer,Personal Travel,Eco,2586,51,2,4,2,3,4,4,4,5,5,2,3,5,5,4,0,0,neutral or dissatisfied
19468,Female,Loyal Customer,Business travel,Business,1806,50,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,19,satisfied
75484,Female,Loyal Customer,Personal Travel,Eco,2342,63,1,4,1,3,4,3,2,2,2,1,2,5,2,5,0,0,neutral or dissatisfied
46859,Male,Loyal Customer,Business travel,Business,3823,58,2,3,3,3,2,2,2,4,3,4,3,2,1,2,149,136,neutral or dissatisfied
126170,Female,Loyal Customer,Business travel,Business,3866,25,1,3,3,3,1,1,1,1,1,2,3,2,3,1,0,1,neutral or dissatisfied
81509,Male,Loyal Customer,Personal Travel,Eco Plus,528,68,3,5,3,2,2,3,4,2,4,5,5,4,4,2,0,0,neutral or dissatisfied
45793,Male,disloyal Customer,Business travel,Eco,391,28,1,0,1,2,1,1,1,1,3,1,5,5,3,1,0,0,neutral or dissatisfied
120846,Female,Loyal Customer,Business travel,Business,992,29,1,3,3,3,1,1,1,1,2,2,2,1,2,1,0,19,neutral or dissatisfied
43856,Female,Loyal Customer,Business travel,Eco,199,48,4,1,1,1,5,1,1,4,4,4,4,4,4,4,0,0,satisfied
80808,Female,Loyal Customer,Business travel,Business,2071,45,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,38,satisfied
43800,Male,Loyal Customer,Personal Travel,Eco,748,58,3,4,4,5,2,4,2,2,5,3,5,4,5,2,0,0,neutral or dissatisfied
35466,Female,Loyal Customer,Personal Travel,Eco,828,41,0,4,0,1,3,0,3,3,5,2,5,5,4,3,0,0,satisfied
15857,Female,Loyal Customer,Business travel,Business,1936,23,0,0,0,3,5,3,3,5,5,1,4,3,5,5,0,0,satisfied
14498,Male,Loyal Customer,Business travel,Business,3249,47,1,1,1,1,4,4,4,5,5,5,5,4,5,5,26,14,satisfied
27329,Female,Loyal Customer,Business travel,Business,697,53,3,3,3,3,2,3,4,4,4,4,4,2,4,4,5,24,satisfied
26641,Female,disloyal Customer,Business travel,Business,404,39,2,2,2,4,4,2,4,4,3,5,4,1,4,4,0,0,neutral or dissatisfied
118817,Male,Loyal Customer,Business travel,Business,3005,58,1,1,1,1,4,5,4,4,4,5,4,5,4,3,0,0,satisfied
31126,Female,disloyal Customer,Business travel,Eco,991,11,2,2,2,2,5,2,5,5,4,5,3,2,4,5,0,0,neutral or dissatisfied
121019,Female,Loyal Customer,Personal Travel,Eco,993,23,3,4,3,1,4,3,3,4,4,5,4,3,4,4,13,0,neutral or dissatisfied
84786,Male,Loyal Customer,Business travel,Business,547,26,5,5,1,5,4,4,4,4,3,5,5,3,5,4,0,0,satisfied
109336,Female,Loyal Customer,Personal Travel,Eco,1188,7,5,4,5,3,4,5,1,4,4,2,3,1,1,4,0,0,satisfied
56898,Female,Loyal Customer,Business travel,Business,2454,34,1,1,1,1,4,4,4,4,2,4,5,4,3,4,8,12,satisfied
101761,Male,Loyal Customer,Personal Travel,Eco,1590,10,4,4,4,1,2,4,2,2,5,2,3,4,5,2,85,64,neutral or dissatisfied
63365,Male,Loyal Customer,Personal Travel,Eco,372,23,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0,satisfied
75092,Male,Loyal Customer,Business travel,Business,1723,58,3,3,3,3,2,2,3,3,3,2,3,3,3,3,0,27,neutral or dissatisfied
107837,Female,Loyal Customer,Personal Travel,Eco,349,55,5,1,5,3,4,4,4,5,5,5,5,1,5,1,0,0,satisfied
21107,Female,Loyal Customer,Personal Travel,Eco,227,68,1,5,1,4,4,5,5,3,3,1,3,3,3,5,80,72,neutral or dissatisfied
21250,Male,Loyal Customer,Business travel,Eco Plus,317,78,3,4,3,4,3,3,3,3,1,4,4,2,3,3,32,38,neutral or dissatisfied
2074,Female,disloyal Customer,Business travel,Eco,812,64,1,1,1,3,1,1,1,1,3,3,4,1,3,1,74,84,neutral or dissatisfied
65325,Female,Loyal Customer,Business travel,Business,1945,41,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0,satisfied
115404,Female,Loyal Customer,Business travel,Business,2985,32,2,4,5,5,2,2,2,2,2,3,4,1,4,2,22,17,neutral or dissatisfied
74117,Male,Loyal Customer,Business travel,Business,592,35,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,10,satisfied
56563,Female,Loyal Customer,Business travel,Business,1085,53,4,4,4,4,3,5,5,4,4,4,4,3,4,5,16,4,satisfied
118095,Female,Loyal Customer,Business travel,Business,1671,46,4,4,4,4,3,5,4,4,4,4,4,3,4,5,123,110,satisfied
69235,Female,disloyal Customer,Business travel,Business,733,30,2,3,3,3,5,3,5,5,5,3,4,5,4,5,0,0,neutral or dissatisfied
17283,Female,Loyal Customer,Business travel,Business,2310,52,1,1,1,1,4,1,5,5,5,5,5,4,5,3,3,25,satisfied
107419,Male,disloyal Customer,Business travel,Eco,725,17,4,4,4,3,3,4,3,3,1,1,3,1,4,3,81,58,neutral or dissatisfied
57952,Female,Loyal Customer,Business travel,Business,2374,50,2,2,2,2,3,5,5,5,5,5,5,4,5,5,3,0,satisfied
40528,Male,Loyal Customer,Business travel,Business,391,45,5,5,5,5,2,5,4,5,5,5,5,5,5,4,41,43,satisfied
87672,Female,Loyal Customer,Business travel,Eco,606,25,2,3,3,3,2,2,3,2,1,2,3,3,3,2,30,28,neutral or dissatisfied
96648,Male,Loyal Customer,Business travel,Eco,572,41,2,5,5,5,2,2,2,2,1,3,3,3,3,2,45,39,neutral or dissatisfied
49870,Male,Loyal Customer,Business travel,Business,3782,33,5,3,5,5,5,5,5,5,4,2,2,1,3,5,10,14,satisfied
57410,Female,disloyal Customer,Business travel,Eco,524,36,3,2,3,4,3,3,3,3,3,3,4,1,4,3,8,20,neutral or dissatisfied
39295,Female,Loyal Customer,Personal Travel,Eco,67,43,3,5,3,4,3,4,4,4,4,3,4,4,4,3,0,0,neutral or dissatisfied
67923,Male,Loyal Customer,Personal Travel,Eco,1464,8,4,4,4,4,1,4,1,1,4,4,4,3,5,1,2,0,neutral or dissatisfied
72106,Male,Loyal Customer,Personal Travel,Eco Plus,2504,62,3,2,3,4,2,3,2,2,3,4,3,4,3,2,0,0,neutral or dissatisfied
125188,Male,Loyal Customer,Business travel,Business,2571,57,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,satisfied
99605,Female,Loyal Customer,Business travel,Business,1940,47,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,0,satisfied
21425,Female,Loyal Customer,Business travel,Eco,377,51,3,1,1,1,2,2,5,3,3,3,3,4,3,1,0,0,satisfied
72093,Male,Loyal Customer,Personal Travel,Eco,2615,45,3,5,3,3,2,3,2,2,5,4,4,3,5,2,0,0,neutral or dissatisfied
21244,Female,Loyal Customer,Business travel,Eco Plus,192,38,5,3,3,3,5,5,5,5,2,5,2,3,4,5,4,5,satisfied
112307,Female,Loyal Customer,Business travel,Business,957,57,4,4,4,4,2,5,4,3,3,3,3,3,3,4,25,30,satisfied
44589,Female,Loyal Customer,Personal Travel,Eco,84,23,1,3,1,1,4,1,4,4,4,5,2,2,3,4,0,0,neutral or dissatisfied
60429,Male,Loyal Customer,Business travel,Business,3885,44,2,2,2,2,2,4,5,4,4,3,4,3,4,3,10,0,satisfied
22869,Male,Loyal Customer,Personal Travel,Eco,134,49,5,1,5,3,4,5,4,4,1,2,2,3,2,4,0,0,satisfied
63295,Female,Loyal Customer,Business travel,Business,1790,45,5,4,5,5,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
11525,Male,Loyal Customer,Personal Travel,Eco Plus,301,40,4,5,4,4,5,4,5,5,3,2,5,4,4,5,0,0,satisfied
13726,Female,Loyal Customer,Business travel,Eco,384,46,4,2,2,2,2,2,2,4,4,4,4,1,4,3,14,26,satisfied
86429,Female,Loyal Customer,Business travel,Business,749,60,2,2,2,2,5,5,5,4,4,4,4,4,4,4,14,17,satisfied
77435,Female,Loyal Customer,Personal Travel,Eco,588,64,4,2,4,4,3,3,4,2,2,4,2,2,2,4,0,0,neutral or dissatisfied
91991,Male,Loyal Customer,Business travel,Eco,236,31,1,4,3,4,1,1,1,1,2,2,3,2,4,1,30,36,neutral or dissatisfied
128199,Female,Loyal Customer,Business travel,Business,2973,40,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,satisfied
44813,Male,Loyal Customer,Personal Travel,Eco,802,26,4,2,4,2,3,4,3,3,2,4,3,4,3,3,0,6,neutral or dissatisfied
21605,Male,Loyal Customer,Business travel,Eco,794,55,5,1,1,1,5,5,5,5,5,5,3,1,5,5,18,2,satisfied
66468,Male,Loyal Customer,Personal Travel,Eco Plus,1217,44,2,3,2,3,3,2,3,3,2,5,4,1,4,3,9,10,neutral or dissatisfied
47128,Male,Loyal Customer,Business travel,Business,748,40,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0,satisfied
61225,Male,Loyal Customer,Business travel,Business,862,60,5,5,5,5,3,4,5,5,5,4,5,3,5,5,3,0,satisfied
124618,Male,Loyal Customer,Business travel,Business,1671,26,3,3,2,3,5,5,5,5,5,2,3,4,5,5,0,0,satisfied
100720,Male,Loyal Customer,Business travel,Business,2005,38,2,2,2,2,3,5,5,5,5,5,5,5,5,3,2,0,satisfied
54500,Female,Loyal Customer,Business travel,Business,3173,51,2,1,2,1,2,3,3,2,2,2,2,4,2,1,0,13,neutral or dissatisfied
81680,Female,disloyal Customer,Business travel,Business,907,16,4,5,5,3,3,5,3,3,4,5,5,3,4,3,0,0,satisfied
116213,Female,Loyal Customer,Personal Travel,Eco,371,12,4,1,4,4,3,4,3,3,2,3,4,3,3,3,0,0,neutral or dissatisfied
76343,Female,disloyal Customer,Business travel,Eco,954,25,3,3,3,2,4,3,4,4,2,3,3,3,1,4,0,0,neutral or dissatisfied
33885,Male,Loyal Customer,Personal Travel,Eco,994,68,3,4,3,3,2,3,2,2,5,3,5,3,4,2,5,5,neutral or dissatisfied
56838,Female,disloyal Customer,Business travel,Eco Plus,1605,41,2,2,2,3,1,2,1,1,3,5,3,3,3,1,26,18,neutral or dissatisfied
80467,Female,Loyal Customer,Business travel,Business,3167,77,2,4,4,4,4,3,2,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
61712,Male,Loyal Customer,Business travel,Eco,1635,52,4,2,2,2,4,4,4,4,4,4,1,3,3,4,0,0,neutral or dissatisfied
2148,Female,disloyal Customer,Business travel,Business,431,25,4,0,4,5,1,4,1,1,4,5,4,4,5,1,0,0,neutral or dissatisfied
75168,Male,disloyal Customer,Business travel,Eco,1246,16,2,2,2,4,2,2,2,2,3,3,2,2,3,2,64,82,neutral or dissatisfied
100627,Male,Loyal Customer,Business travel,Business,349,46,1,1,1,1,3,5,5,5,5,4,5,4,5,4,4,0,satisfied
30524,Female,Loyal Customer,Business travel,Business,2672,56,2,2,2,2,2,3,4,2,2,1,2,4,2,2,81,89,neutral or dissatisfied
38578,Male,Loyal Customer,Personal Travel,Eco,2586,14,3,1,2,3,1,2,1,1,2,5,4,2,3,1,0,0,neutral or dissatisfied
108614,Female,Loyal Customer,Personal Travel,Eco,696,26,3,1,3,4,1,3,1,1,2,3,3,3,3,1,1,0,neutral or dissatisfied
120704,Female,Loyal Customer,Personal Travel,Eco,280,24,3,4,3,4,2,3,2,2,5,3,5,3,5,2,0,0,neutral or dissatisfied
103455,Female,Loyal Customer,Business travel,Eco,448,69,4,3,3,3,2,3,4,4,4,4,4,2,4,2,10,0,neutral or dissatisfied
86989,Male,Loyal Customer,Personal Travel,Eco,907,47,1,4,1,3,1,5,5,3,3,4,5,5,4,5,377,368,neutral or dissatisfied
37624,Female,Loyal Customer,Personal Travel,Eco,1069,33,2,4,1,3,2,1,2,2,5,4,5,3,5,2,50,37,neutral or dissatisfied
102845,Female,Loyal Customer,Business travel,Business,423,46,3,3,3,3,4,5,4,4,4,5,4,5,4,4,7,0,satisfied
22052,Male,Loyal Customer,Business travel,Eco,321,48,4,1,1,1,4,4,4,4,1,3,4,3,3,4,3,0,satisfied
25601,Female,Loyal Customer,Personal Travel,Eco,696,52,2,4,2,1,3,3,4,2,2,2,2,1,2,5,113,93,neutral or dissatisfied
21689,Female,disloyal Customer,Business travel,Eco,346,37,4,1,4,4,1,4,1,1,1,2,3,2,3,1,4,0,neutral or dissatisfied
83115,Male,disloyal Customer,Personal Travel,Eco,957,26,2,3,1,3,1,1,1,1,2,2,3,1,3,1,0,0,neutral or dissatisfied
63902,Male,Loyal Customer,Business travel,Business,3122,30,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0,satisfied
54110,Male,Loyal Customer,Business travel,Business,1569,49,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,satisfied
933,Female,Loyal Customer,Business travel,Business,134,57,1,1,1,1,2,4,4,3,3,3,1,2,3,2,0,0,neutral or dissatisfied
43011,Male,Loyal Customer,Business travel,Eco,259,50,5,5,5,5,5,5,5,5,4,4,4,5,1,5,0,0,satisfied
55895,Female,disloyal Customer,Business travel,Eco,473,22,4,2,4,3,5,4,5,5,4,4,3,3,4,5,0,0,neutral or dissatisfied
92160,Male,Loyal Customer,Personal Travel,Eco Plus,1576,22,2,5,2,4,4,2,4,4,4,4,4,3,5,4,0,0,neutral or dissatisfied
52792,Male,Loyal Customer,Personal Travel,Eco,1874,63,4,4,4,3,1,4,1,1,2,5,4,1,4,1,1,6,neutral or dissatisfied
91825,Female,disloyal Customer,Business travel,Business,588,21,5,5,5,2,2,5,2,2,4,3,5,3,5,2,0,0,satisfied
75366,Male,Loyal Customer,Personal Travel,Eco Plus,2486,25,5,3,5,2,5,4,4,5,2,3,4,4,4,4,0,0,satisfied
27967,Female,Loyal Customer,Personal Travel,Eco,1660,11,3,5,3,4,5,3,5,5,5,5,5,5,5,5,0,10,neutral or dissatisfied
32212,Female,Loyal Customer,Business travel,Eco,101,39,5,3,3,3,5,5,5,5,3,3,3,3,2,5,2,13,satisfied
10202,Male,Loyal Customer,Business travel,Business,316,54,3,1,3,3,4,5,5,5,5,5,5,5,5,3,0,0,satisfied
108747,Female,Loyal Customer,Business travel,Business,3802,51,4,4,4,4,5,4,4,5,5,5,5,4,5,4,20,35,satisfied
114628,Female,Loyal Customer,Business travel,Business,2977,49,3,3,3,3,4,5,5,5,5,5,5,3,5,3,1,0,satisfied
26984,Male,Loyal Customer,Business travel,Business,867,50,4,4,4,4,2,5,5,4,4,4,4,2,4,5,0,0,satisfied
44616,Female,Loyal Customer,Personal Travel,Eco,566,23,2,5,2,4,2,2,2,2,4,4,4,4,5,2,6,0,neutral or dissatisfied
46137,Male,Loyal Customer,Business travel,Eco,604,52,4,5,5,5,4,4,4,4,1,2,4,4,5,4,0,0,satisfied
40923,Male,Loyal Customer,Personal Travel,Eco,558,18,2,3,2,4,1,2,3,1,1,5,4,4,4,1,8,5,neutral or dissatisfied
129692,Female,Loyal Customer,Business travel,Business,447,41,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
35542,Female,Loyal Customer,Personal Travel,Eco,1053,15,1,4,1,4,5,1,1,5,3,3,3,3,4,5,11,15,neutral or dissatisfied
125590,Male,Loyal Customer,Business travel,Business,1587,50,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
55920,Female,Loyal Customer,Personal Travel,Eco,733,17,1,2,1,4,5,1,1,5,4,2,4,1,4,5,0,4,neutral or dissatisfied
129699,Female,disloyal Customer,Business travel,Business,308,39,4,4,4,1,1,4,1,1,5,4,4,5,4,1,52,65,neutral or dissatisfied
77273,Male,Loyal Customer,Business travel,Business,1931,46,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
20793,Female,Loyal Customer,Business travel,Eco,508,48,4,2,2,2,3,4,1,4,4,4,4,1,4,3,54,48,satisfied
83209,Female,Loyal Customer,Personal Travel,Eco,1123,21,3,4,3,3,3,3,5,3,4,2,4,3,4,3,0,41,neutral or dissatisfied
106203,Male,Loyal Customer,Business travel,Eco Plus,436,50,4,2,3,2,4,4,4,4,1,2,3,1,4,4,0,0,neutral or dissatisfied
12992,Female,disloyal Customer,Business travel,Eco,438,25,2,5,2,4,2,5,5,5,1,4,3,5,1,5,141,128,neutral or dissatisfied
30431,Female,disloyal Customer,Business travel,Business,614,41,4,4,4,3,5,4,5,5,5,1,2,1,1,5,0,0,satisfied
55872,Male,Loyal Customer,Business travel,Business,733,40,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0,satisfied
51901,Male,disloyal Customer,Business travel,Eco,601,43,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0,neutral or dissatisfied
109126,Male,Loyal Customer,Business travel,Business,2721,24,1,1,1,1,5,5,5,5,5,3,4,4,5,5,27,16,satisfied
1380,Male,Loyal Customer,Business travel,Eco Plus,140,50,2,2,2,2,2,2,2,2,2,1,3,1,3,2,0,0,neutral or dissatisfied
39606,Male,Loyal Customer,Personal Travel,Eco,679,25,4,5,4,4,2,4,2,2,5,4,4,3,4,2,0,0,neutral or dissatisfied
116067,Male,Loyal Customer,Personal Travel,Eco,325,61,2,5,2,2,1,2,1,1,4,3,2,5,5,1,5,1,neutral or dissatisfied
38218,Female,Loyal Customer,Personal Travel,Eco Plus,1121,57,4,1,4,3,4,2,2,1,1,4,1,4,1,4,0,0,neutral or dissatisfied
5678,Male,disloyal Customer,Business travel,Business,299,38,4,4,4,1,3,4,3,3,5,5,4,5,4,3,0,0,satisfied
93377,Female,Loyal Customer,Business travel,Business,2955,53,2,2,2,2,2,4,5,5,5,5,5,3,5,5,25,17,satisfied
110483,Female,Loyal Customer,Personal Travel,Eco,787,24,4,5,4,3,3,4,3,3,5,4,5,5,4,3,10,0,neutral or dissatisfied
45192,Female,Loyal Customer,Business travel,Business,1437,47,3,4,4,4,4,2,2,3,3,3,3,4,3,1,2,,neutral or dissatisfied
